"","sim","mean_kappa","mean_accuracy","mean_mae","mean_rho","mean_tau"
"1",1,0.023785140762288,0.350162866449511,0.877850162866449,-0.0282345377201065,-0.0249248643999569
"2",2,-0.051821592002671,0.296596434359805,0.93517017828201,-0.0643625055661933,-0.0568301149913499
"3",3,-0.0256011531486363,0.316639741518578,0.903069466882068,-0.0338537731509675,-0.0301639069349066
"4",4,-0.0377212415731675,0.308943089430894,0.905691056910569,-0.026468776168809,-0.0233777103544024
"5",5,-0.0549875699804192,0.296596434359805,0.928687196110211,-0.0461581352580412,-0.0407273386062428
"6",6,-0.041697531601711,0.306188925081433,0.89413680781759,0.00176578286286253,0.00153983078249861
"7",7,-0.0318347983395762,0.311708860759494,0.925632911392405,-0.0285541704726413,-0.0252829518869622
"8",8,-0.00879902057580664,0.329011345218801,0.876823338735819,-0.0206054975681698,-0.0183443991805394
"9",9,-0.0385972111522345,0.304065040650407,0.910569105691057,-0.0288579471653901,-0.0254599614602141
"10",10,-0.0111909994267151,0.328455284552846,0.868292682926829,-0.00560260431409678,-0.00508390918492025
"11",11,-0.0744293299228772,0.285714285714286,0.919743178170145,-0.0783971870335988,-0.0692920023583573
"12",12,0.00125137059727468,0.337171052631579,0.847039473684211,0.0201289002166085,0.0179133536805588
"13",13,0.0489879264883725,0.365853658536585,0.84390243902439,0.0510763965776641,0.045817333681437
"14",14,-0.00743943739504012,0.3278955954323,0.892332789559543,-0.00629226522151919,-0.00551894138313569
"15",15,0.0213830167308993,0.347133757961783,0.859872611464968,0.0197975281304197,0.0178971093658953
"16",16,-0.0237469111563282,0.319805194805195,0.897727272727273,-0.0471708382246086,-0.0417558076845028
"17",17,0.0198219982109962,0.346534653465347,0.856435643564356,0.00536256509122513,0.00460677614159556
"18",18,0.0227496076970629,0.347967479674797,0.884552845528455,0.00244269973189296,0.00218427454487616
"19",19,-0.0391392648767947,0.306946688206785,0.922455573505654,-0.0240155769572654,-0.0215325109595136
"20",20,-0.00174495707405597,0.336538461538462,0.83974358974359,0.0236695024642211,0.0210431811308573
"21",21,0.0113790343050159,0.339256865912762,0.883683360258481,3.75714712498519e-05,0.000322377014518156
"22",22,0.0470987219645646,0.367213114754098,0.844262295081967,-0.0180579994024291,-0.0162551318344086
"23",23,-0.0489524683264255,0.300986842105263,0.919407894736842,-0.0424701194196681,-0.0378240996659074
"24",24,0.00884470882905455,0.338308457711443,0.872305140961857,-0.0349316596470654,-0.031180939190447
"25",25,0.0122884194280029,0.339805825242718,0.878640776699029,0.0317449213744197,0.0283784537906862
"26",26,-0.0272528793189785,0.315359477124183,0.890522875816993,-0.0193338757159859,-0.0171560894070252
"27",27,-0.0374748131812341,0.306188925081433,0.947882736156352,-0.113704580316869,-0.101604325697451
"28",28,0.0136921606045131,0.3424,0.8736,0.0238121564255698,0.0211612656702973
"29",29,0.0502241495740751,0.368421052631579,0.822368421052632,0.0564700898991077,0.050327852895143
"30",30,-0.0287785775194896,0.313628899835796,0.917898193760263,-0.0645138264343232,-0.0574529469895849
