"","sim","mean_kappa","mean_accuracy","mean_mae","mean_rho","mean_tau"
"1",1,0.0309201094747817,0.354200988467875,0.85831960461285,0.0175436435715855,0.0156823458345363
"2",2,-0.0290399304559635,0.313893653516295,0.9073756432247,-0.0201238642439456,-0.017813880292623
"3",3,-0.0207778326599028,0.320197044334975,0.876847290640394,-0.00237989675191124,-0.00226922906983372
"4",4,-0.0297411448500943,0.314845024469821,0.921696574225122,-0.0641349657419723,-0.056909439288413
"5",5,0.0137369735595555,0.34248788368336,0.848142164781906,0.047538884590189,0.0423165484018533
"6",6,-0.0358517946868211,0.309364548494983,0.944816053511706,-0.0980048416730326,-0.0875506728502133
"7",7,-0.0306064282864147,0.313014827018122,0.920922570016474,-0.0661959136719794,-0.058801280125314
"8",8,0.0196808552512458,0.34789644012945,0.865695792880259,-0.0178115497908932,-0.0159190689356293
"9",9,0.0156581795269406,0.344884488448845,0.866336633663366,-0.00506867769176755,-0.00451196951656088
"10",10,-0.0408874447642275,0.310569105691057,0.900813008130081,-0.0215879770842706,-0.0191279374350107
"11",11,-0.0143950557121917,0.324237560192616,0.884430176565008,-0.00472286138745264,-0.0041620894974699
"12",12,0.0111704957065781,0.340604026845638,0.88255033557047,0.000404367771775912,0.000354890120737232
"13",13,0.0236038865443124,0.34983498349835,0.856435643564356,0.00742994449900478,0.00624884912229673
"14",14,-0.025960769845662,0.318481848184819,0.886138613861386,-0.0293644604418807,-0.0260961533637142
"15",15,-0.0387554214896478,0.309446254071661,0.879478827361563,-0.0143470778003223,-0.0126881051315868
"16",16,-0.0263903620561369,0.316558441558442,0.904220779220779,-0.00592409419462755,-0.00521822574958885
"17",17,0.00896301872588685,0.338187702265372,0.885113268608414,0.0071477026574751,0.00635734893025382
"18",18,-0.0245202643206752,0.317073170731707,0.899186991869919,-0.0132623376070662,-0.0114709245236863
"19",19,-0.00368098159509198,0.329508196721311,0.89672131147541,-0.0451638230441019,-0.0403876275362112
"20",20,-0.0125250068646295,0.326332794830372,0.894991922455573,-0.0557260235029872,-0.0498074440251084
"21",21,-0.0295224699235417,0.313915857605178,0.909385113268608,-0.0277739455032911,-0.0245503876700018
"22",22,0.00961522589590793,0.339966832504146,0.87893864013267,0.01282656558633,0.0115494329006001
"23",23,-0.0340968942022322,0.310517529215359,0.918196994991653,-0.0306835498580438,-0.0268446274248563
"24",24,0.016310328564691,0.344660194174757,0.886731391585761,0.00788183126965954,0.00690827284999004
"25",25,0.00286600301858165,0.334991708126036,0.897180762852405,-0.00654309890286861,-0.0058211306155866
"26",26,-0.0296235704836677,0.313408723747981,0.92891760904685,-0.0577438863065772,-0.0505769992218472
"27",27,0.0329985065771977,0.356435643564356,0.803630363036304,0.0664682601811793,0.0592428029279653
"28",28,0.00643012927108485,0.337228714524207,0.906510851419032,-0.0206983559196781,-0.0185097201746066
"29",29,0.0183921660892916,0.345394736842105,0.898026315789474,-0.0293900666008697,-0.0264283933300914
"30",30,0.0103566328900511,0.338983050847458,0.852542372881356,0.0509243138681604,0.0450048805441779
