"","sim","mean_kappa","mean_accuracy","mean_mae","mean_rho","mean_tau"
"1",1,-0.0122571858648125,0.325732899022801,0.887622149837134,0.0268503074911075,0.023967278970332
"2",2,0.0730865226394316,0.382154882154882,0.836700336700337,0.0356195519869067,0.0320939209578717
"3",3,0.0550482047488035,0.370192307692308,0.844551282051282,0.0499578695323277,0.0446528776773643
"4",4,0.0285147454771614,0.351701782820097,0.876823338735819,0.00852541277951365,0.00758320316163866
"5",5,-0.0218378378378379,0.318627450980392,0.916666666666667,-0.00210126206433145,-0.00182410116429103
"6",6,0.00899750303039578,0.338658146964856,0.883386581469649,0.0126468027999615,0.0115262291551268
"7",7,0.0165559593934077,0.343906510851419,0.89983305509182,0.014835363043682,0.0134251147340374
"8",8,0.063393708293613,0.376190476190476,0.838095238095238,0.0461367514756094,0.041295869842586
"9",9,0.00762355415352262,0.337748344370861,0.864238410596026,0.0183842362483313,0.0164306161927238
"10",10,-0.0216219955572295,0.317307692307692,0.924679487179487,-0.0618233653639767,-0.0550995457457628
"11",11,-0.0258651639792079,0.316129032258064,0.888709677419355,0.000442748791230463,0.00037513369304338
"12",12,-0.00787540925581809,0.32436974789916,0.907563025210084,-0.0399458083714652,-0.0357334108727829
"13",13,0.0260842113570893,0.351701782820097,0.849270664505673,0.0562514734325567,0.0500017831196542
"14",14,0.0131450005068766,0.342281879194631,0.869127516778524,0.0308169208192825,0.0268602122882977
"15",15,0.02188451807326,0.347540983606557,0.881967213114754,0.000483353315122089,0.000169444343597127
"16",16,-0.0474789452392335,0.301980198019802,0.95049504950495,-0.0947453614455029,-0.0843094786245846
"17",17,-0.0262665717737798,0.315614617940199,0.916943521594684,-0.0217685426349932,-0.0189819240781246
"18",18,0.0060772914894287,0.337115072933549,0.881685575364668,0.00832981427480758,0.00785820991713635
"19",19,-0.0158561463944979,0.322899505766063,0.914332784184514,-0.061032756957534,-0.0545887211941279
"20",20,0.0162715847552876,0.345117845117845,0.888888888888889,-0.00797025520936857,-0.00672000421892875
"21",21,-0.00696502667457031,0.329470198675497,0.884105960264901,0.0358306650633336,0.0318662372887848
"22",22,0.0408035556696564,0.357377049180328,0.849180327868852,0.0341113338480242,0.0306165440272754
"23",23,-0.0197493040799855,0.321192052980132,0.937086092715232,-0.0632656710886122,-0.0565860595597737
"24",24,0.0278144577804965,0.353433835845896,0.835845896147404,0.0514062342871325,0.0459826582379292
"25",25,-0.0275689223057645,0.316666666666667,0.863333333333333,0.0180994816659841,0.0157170620438742
"26",26,-0.00767754318618036,0.328,0.9136,-0.0219218244345865,-0.0195668979320036
"27",27,0.0114570016367145,0.341021416803954,0.891268533772652,-0.0110589498797164,-0.00987141091334116
"28",28,-0.0230323162495358,0.319604612850082,0.939044481054366,-0.0493591202197922,-0.0439937528452329
"29",29,0.0313737782463739,0.354200988467875,0.887973640856672,-0.00858781892351956,-0.00766194234794769
"30",30,-0.0240135063290625,0.317434210526316,0.896381578947368,-0.0158615896829935,-0.0139800003464657
