"","sim","mean_kappa","mean_accuracy","mean_mae","mean_rho","mean_tau"
"1",1,-0.0186136120002699,0.319620253164557,0.905063291139241,-0.0209816504107284,-0.0187582779803011
"2",2,0.0169160121115964,0.341232227488152,0.872037914691943,0.01418481642245,0.0123453679503781
"3",3,-0.0393138956764666,0.307210031347962,0.904388714733542,-0.0359297258988889,-0.0318053359755611
"4",4,0.017196817215628,0.343898573692552,0.885895404120444,-0.0254039922486721,-0.0227655418975267
"5",5,0.0014248905492105,0.335423197492163,0.890282131661442,-0.0345135937824524,-0.0308399988528273
"6",6,-0.0279707787978817,0.31496062992126,0.92755905511811,-0.0452301197023102,-0.0402117484105075
"7",7,0.0242850825471698,0.349529780564263,0.849529780564263,0.0314542856439269,0.0279613949399273
"8",8,0.0205300821428436,0.346518987341772,0.875,0.00633733081018428,0.00563097376253439
"9",9,-0.0286685877176675,0.313504823151125,0.92604501607717,-0.0555251324541973,-0.0494096197362113
"10",10,0.0561102392003651,0.371069182389937,0.838050314465409,0.0734201268638029,0.065598728840169
"11",11,-0.0110526653651684,0.325396825396825,0.9,-0.00409213570653028,-0.00367749993952557
"12",12,0.0118076606166895,0.341269841269841,0.882539682539683,0.00817174282138301,0.00747344219768671
"13",13,0.0155166771937568,0.343949044585987,0.894904458598726,-0.0328888525971764,-0.0294833582917337
"14",14,-0.00490022676581313,0.330708661417323,0.883464566929134,0.018013574963524,0.0157514356905366
"15",15,0.0274232942374098,0.3515625,0.8859375,-0.0161993116023023,-0.0145340532377355
"16",16,-0.0132768616142501,0.324367088607595,0.889240506329114,-0.0128120988084973,-0.0113857264238923
"17",17,0.00577982884537835,0.337539432176656,0.862776025236593,0.0288182459012789,0.0256262081903582
"18",18,-0.0314174415307235,0.312302839116719,0.951104100946372,-0.0908013298835421,-0.0810234716040931
"19",19,0.0133315348126166,0.342812006319115,0.890995260663507,-0.0440277047131982,-0.0395248625766475
"20",20,0.000725446428571464,0.333858267716535,0.892913385826772,0.00451023928612383,0.00398947584168367
"21",21,0.0298607876623712,0.353218210361067,0.857142857142857,0.0355187308795376,0.0316111577923243
"22",22,0.0220374974103998,0.34850863422292,0.869701726844584,0.00412198181519746,0.00365531964001088
"23",23,0.0400685762835296,0.35828025477707,0.856687898089172,0.0200420293879775,0.0180227124733262
"24",24,0.0318574132539036,0.354330708661417,0.847244094488189,0.0638374124895053,0.0568836325454346
"25",25,0.0748180516725753,0.383886255924171,0.780410742496051,0.142587281195318,0.126432009602367
"26",26,-0.0232857915090025,0.320126782884311,0.874801901743265,0.00812397347116245,0.00755347123870796
"27",27,-0.0541816994102034,0.294770206022187,0.933438985736926,-0.0424461907980745,-0.0374465165966707
"28",28,0.00897458252794598,0.339622641509434,0.871069182389937,0.0104474406706987,0.00940621237825572
"29",29,0.0438384874025603,0.362916006339144,0.851030110935024,0.0221016540193295,0.0195718475507415
"30",30,0.0202269419683464,0.346581875993641,0.887122416534181,-0.0130543112068549,-0.0116215563150249
