"","sim","mean_kappa","mean_accuracy","mean_mae","mean_rho","mean_tau"
"1",1,-0.0141268495629439,0.332312404287902,0.773353751914242,-0.00539209121478721,-0.00508413691864376
"2",2,0.059540021183235,0.384024577572965,0.734254992319508,0.0281110896642826,0.0265110788887495
"3",3,-0.0149806516823261,0.352760736196319,0.746932515337423,-0.0184613435431273,-0.0174221751917938
"4",4,0.00663499962301128,0.34715821812596,0.745007680491551,0.0530926794482548,0.0500602855940296
"5",5,0.0200111504219978,0.344563552833078,0.77947932618683,-0.0119801750531222,-0.0112956256753809
"6",6,-0.0242063721521915,0.335375191424196,0.758039816232772,0.0192094929133931,0.0181170739576457
"7",7,-0.0112480508147236,0.336906584992343,0.785604900459418,-0.0538583598006037,-0.0507926224115572
"8",8,0.0351876291025935,0.36906584992343,0.74885145482389,0.00796903901191335,0.00751646702310354
"9",9,0.0167985087371867,0.363496932515337,0.737730061349693,0.00893140329549451,0.00842318576916979
"10",10,0.0269678702690371,0.359877488514548,0.728943338437979,0.0827794725132477,0.0780640036121649
"11",11,0.0401990472648709,0.364471669218989,0.74885145482389,0.061189266701593,0.0577065380464627
"12",12,0.0185850439882698,0.372128637059724,0.72281776416539,0.0321549867203942,0.030335137527237
"13",13,0.0411488220536925,0.374233128834356,0.725460122699387,0.0405925156541733,0.0382771396656875
"14",14,-0.0237697870833965,0.335375191424196,0.790199081163859,-0.107566846015648,-0.101444422477787
"15",15,-0.000998109037060745,0.351226993865031,0.746932515337423,-0.021104255740812,-0.0199027679083357
"16",16,0.0146301748672617,0.341500765696784,0.754977029096478,0.0942149325324193,0.0888459025682502
"17",17,-0.0134520091459237,0.338957055214724,0.782208588957055,-0.059424886989973,-0.0560371201700877
"18",18,0.0467464839366837,0.3843797856049,0.736600306278714,-0.0354922967695376,-0.0334747793237487
"19",19,0.0039693660010856,0.341500765696784,0.767228177641654,0.0100182220026186,0.00944771970396482
"20",20,0.0248123077823245,0.372699386503067,0.75,-0.0121827997919673,-0.0115032505236123
"21",21,-0.0150813967583911,0.332312404287902,0.768759571209801,-0.00675520227646374,-0.00637098567233151
"22",22,-0.0268459228197428,0.320061255742726,0.799387442572741,-0.0175751875250655,-0.0165732224720589
"23",23,0.0023071717151003,0.315467075038285,0.817764165390505,0.0195685403098566,0.0184659051891085
"24",24,0.0195748553047858,0.344086021505376,0.794162826420891,-0.0374691186216716,-0.0353264439319551
"25",25,0.00778765840885911,0.341013824884793,0.766513056835638,0.0349539572276926,0.0329571694216229
"26",26,0.0121291954265241,0.336405529953917,0.772657450076805,-0.00323493203358244,-0.00305014188423647
"27",27,0.00354966810421565,0.356814701378254,0.736600306278714,0.0816219993344044,0.077029515050982
"28",28,0.0291502728082952,0.369631901840491,0.734662576687117,0.00164401657294965,0.00155041331584034
"29",29,0.0117784789343689,0.350689127105666,0.771822358346095,-0.0454972132128693,-0.0428988885537654
"30",30,-0.0166979891342176,0.349157733537519,0.74885145482389,-0.00577611695025688,-0.00544911077215601
