"","sim","mean_kappa","mean_accuracy","mean_mae","mean_rho","mean_tau"
"1",1,0.00575198781931989,0.33843797856049,0.869831546707504,-0.00870601127810194,-0.00797142049287324
"2",2,-0.00602078943174367,0.333843797856049,0.865237366003063,-0.041910093770408,-0.0374008881070827
"3",3,-0.0137456680104674,0.327718223583461,0.869831546707504,-0.0289808370312786,-0.0256988028461437
"4",4,-0.0118611596326139,0.326186830015314,0.900459418070444,-0.0604989925036776,-0.0542168920254435
"5",5,-0.0396367773500104,0.30781010719755,0.903522205206738,-0.0678200085989404,-0.0602791738705897
"6",6,0.0288642240465727,0.355283307810107,0.826952526799387,0.0440043024762704,0.0392353039193222
"7",7,-0.00198698911045113,0.335375191424196,0.88208269525268,-0.0625411459445152,-0.0561306919094128
"8",8,-0.00825135102592977,0.332312404287902,0.860643185298622,-0.0145799190547753,-0.0129322551399773
"9",9,0.0074654827466755,0.341500765696784,0.857580398162328,-0.0154137674270289,-0.0137793637432496
"10",10,-0.0109492119089317,0.32312404287902,0.880551301684533,-0.0171538774115245,-0.0152351865948266
"11",11,0.0511109299630339,0.372128637059724,0.800918836140888,0.0539691262480204,0.0484509539797895
"12",12,0.0551261690488795,0.372128637059724,0.831546707503829,0.0095983716568135,0.00878020411514362
"13",13,0.0313006525814317,0.355283307810107,0.839203675344564,0.0169840322268698,0.0150046743296747
"14",14,-0.0075520040768082,0.332312404287902,0.863705972434916,-0.0303665481571531,-0.0266194758151414
"15",15,0.0689568768065051,0.381316998468606,0.797856049004594,0.0573263397897631,0.0516238924659672
"16",16,-0.0356312116726581,0.310872894333844,0.888208269525268,-0.0243030322987837,-0.0214704077900521
"17",17,0.0179130674801035,0.349157733537519,0.817764165390505,0.0369307673978766,0.0331274531390419
"18",18,0.00732512674024789,0.341500765696784,0.830015313935682,0.0383207483957878,0.034003829608942
"19",19,0.0747538064160504,0.385911179173047,0.811638591117917,0.0272663271983575,0.0247089651534654
"20",20,0.0156384118268815,0.349157733537519,0.839203675344564,-0.00414350858364135,-0.00367984371346997
"21",21,0.0321511446925319,0.358346094946401,0.82542113323124,0.0193473513716591,0.0173315594493059
"22",22,0.00231299734748014,0.33843797856049,0.854517611026034,-0.0239478805573356,-0.0210619664149734
"23",23,-0.0106940047591304,0.324655436447167,0.872894333843798,-0.0259124104878853,-0.023081048583788
"24",24,0.0359319746064778,0.356814701378254,0.840735068912711,0.0163924619193715,0.0147809669090718
"25",25,-0.0146437791121836,0.321592649310873,0.888208269525268,-0.0219184808354976,-0.0195933335876424
"26",26,0.0502001275769493,0.364471669218989,0.840735068912711,-0.0121544105422439,-0.0109949301472163
"27",27,0.0190389942467504,0.352220520673813,0.811638591117917,0.0548009780226684,0.0488072279520401
"28",28,0.0471373674051249,0.36906584992343,0.802450229709035,0.0477475444259296,0.0431479213672254
"29",29,-0.00415830479421852,0.332312404287902,0.856049004594181,0.00704622438607326,0.00635402825706921
"30",30,0.0138358862995724,0.346094946401225,0.842266462480858,0.00173469150601662,0.00151076896710871
