"","sim","mean_kappa","mean_accuracy","mean_mae","mean_rho","mean_tau"
"1",1,-0.0233379018858678,0.317891373801917,0.904153354632588,-0.0716395274944379,-0.0639504071248606
"2",2,-0.00403922918372756,0.331168831168831,0.868506493506494,-0.0172273474837655,-0.0157126033081778
"3",3,0.045215604600311,0.366449511400651,0.822475570032573,0.0312415075884949,0.0281379289430464
"4",4,-0.0162051298048054,0.326366559485531,0.856913183279743,-0.00953979221093203,-0.00829825912800947
"5",5,-0.00418972939729401,0.3312,0.848,0.0168695678051976,0.0144933622762358
"6",6,-6.61808502032621e-05,0.3359375,0.8421875,0.0189725221955115,0.0168679431703083
"7",7,-0.00457934281250387,0.333333333333333,0.873963515754561,-0.0236174303536315,-0.0211005388226774
"8",8,0.0579024951463292,0.37403400309119,0.799072642967543,0.0735856936218641,0.0659309620939956
"9",9,0.0104386179857879,0.340729001584786,0.846275752773376,0.00717292736918881,0.00615213181834222
"10",10,-0.0202150938849438,0.321543408360129,0.895498392282958,-0.0703815871172299,-0.0628482392356564
"11",11,-0.0142568057729755,0.326433121019108,0.866242038216561,-0.00361547363293365,-0.00321169235061545
"12",12,0.0224879507531773,0.34584013050571,0.838499184339315,0.0341785146754653,0.030880119291109
"13",13,-0.0259087078269854,0.319422150882825,0.876404494382023,-0.0304048779741209,-0.0268336233583469
"14",14,-0.00593548997351487,0.331715210355987,0.865695792880259,-0.00287534453564637,-0.00239951412966668
"15",15,0.00955054256666553,0.34181240063593,0.861685214626391,-0.0157368685828696,-0.013952119907912
"16",16,-0.00163704571049271,0.333858267716535,0.851968503937008,0.0117751130542168,0.010754254870094
"17",17,0.0908721602449923,0.392568659127625,0.778675282714055,0.110437860838269,0.0992756869629859
"18",18,0.0132044403476013,0.341977309562399,0.86385737439222,0.0143553981353964,0.0122986233214297
"19",19,-0.0176665397352904,0.320512820512821,0.913461538461538,-0.065226124839713,-0.0582217800159554
"20",20,-0.0210299084293722,0.315619967793881,0.876006441223833,0.00134478016980438,0.00141950960361855
"21",21,-0.0240043518901608,0.317891373801917,0.880191693290735,-0.021595555126036,-0.0191899411889501
"22",22,-0.0785094202144271,0.282861896838602,0.903494176372712,-0.0047296469586964,-0.00409365502843999
"23",23,0.0537784456848433,0.370731707317073,0.840650406504065,-0.000293206426648634,-0.00023870062594212
"24",24,0.0141066652682364,0.345335515548282,0.847790507364975,0.0109057241945711,0.00979052386934239
"25",25,-0.00334111028915642,0.332236842105263,0.875,-0.0264413912340267,-0.0234181188854333
"26",26,0.0307692307692307,0.353677621283255,0.826291079812207,0.049444080259899,0.0441722135853713
"27",27,0.0218329302892396,0.348726114649682,0.85828025477707,-0.00747528008647155,-0.0067618244616569
"28",28,0.0329631868656336,0.355048859934853,0.824104234527687,0.0386999306137867,0.0344354682482143
"29",29,-0.0146913647099007,0.323333333333333,0.87,-0.00331351874064438,-0.0026649099370481
"30",30,0.015055352925109,0.34747145187602,0.838499184339315,0.000948981505230752,0.000897015166190855
