"","sim","mean_kappa","mean_accuracy","mean_mae","mean_rho","mean_tau"
"1",1,-0.0347326940540361,0.31,0.921666666666667,-0.0312277548631157,-0.027755432503609
"2",2,-0.00545836000284471,0.334476843910806,0.893653516295026,-0.0337167375568022,-0.0301993553266168
"3",3,0.0321264617089165,0.352542372881356,0.876271186440678,0.0395519276932595,0.0353511304228551
"4",4,0.02259774685222,0.348837209302326,0.875415282392027,0.0030134690297372,0.00275081524200713
"5",5,-6.68382180930426e-05,0.335,0.908333333333333,-0.0290073707558257,-0.0259115422121452
"6",6,0.091035019455253,0.388349514563107,0.820388349514563,0.0992612345238213,0.0893464773566817
"7",7,0.0134102782473847,0.34006734006734,0.883838383838384,-0.00905814495619523,-0.00772549214731187
"8",8,0.0434146528283099,0.362619808306709,0.835463258785943,0.0401565327105107,0.0359274324636242
"9",9,0.0621658299859624,0.37258064516129,0.853225806451613,0.0552545426112984,0.049492928560831
"10",10,-0.0144764682677251,0.320261437908497,0.913398692810457,-0.0279982208160461,-0.0253150631472218
"11",11,-0.0479558074396816,0.300826446280992,0.905785123966942,0.0200837215963269,0.0177188659694367
"12",12,-0.0527689298203096,0.298811544991511,0.974533106960951,-0.10040404017764,-0.0892707813289099
"13",13,-0.0623153530925379,0.292682926829268,0.943089430894309,-0.0555984447480073,-0.0490191227683494
"14",14,-0.00703045435132557,0.327814569536424,0.91887417218543,-0.0453124745790102,-0.0405009936565808
"15",15,0.0675303809800537,0.379426644182125,0.853288364249578,0.0439905721568416,0.0395264048563289
"16",16,-0.0213910529027693,0.32,0.9008,0.00894220175644271,0.00760055783440503
"17",17,-0.033776421878405,0.311973018549747,0.925801011804384,-0.00704213455848459,-0.00638817324715359
"18",18,-0.00825738325377971,0.326699834162521,0.913764510779436,-0.0324471463109309,-0.0288504854593061
"19",19,-0.0328902987471892,0.310965630114566,0.914893617021277,-0.0205797156649326,-0.018309247731982
"20",20,0.00623586991627543,0.333333333333333,0.911666666666667,-0.0188232951728525,-0.0168001700593806
"21",21,-0.0585368279703586,0.293929712460064,0.947284345047923,-0.0674394946057406,-0.0598166826482523
"22",22,0.0114942528735632,0.341836734693878,0.853741496598639,0.0538012967828142,0.0466856796202231
"23",23,0.0185945179105234,0.345637583892617,0.88255033557047,-0.018179198009815,-0.0162438811288375
"24",24,0.00956010682400148,0.339160839160839,0.88986013986014,0.0406577162943503,0.035951184495015
"25",25,0.0127030752779603,0.341793570219966,0.879864636209814,0.00243469557128709,0.00224213320513054
"26",26,0.0251386481802426,0.351443123938879,0.893039049235993,0.0237262041278116,0.0213734848411098
"27",27,0.0337519749782349,0.355737704918033,0.888524590163934,0.00245083883409399,0.00219883980758888
"28",28,-0.0252947722470211,0.316666666666667,0.898333333333333,-0.0306171366191682,-0.0272460683862846
"29",29,-0.00622983646679272,0.328358208955224,0.887230514096186,-0.0342629601125356,-0.0304681802237233
"30",30,-0.0347415826720996,0.309153713298791,0.913644214162349,-0.0613191730443223,-0.0548388713422552
