"","sim","mean_kappa","mean_accuracy","mean_mae","mean_rho","mean_tau"
"1",1,0.0511814584511023,0.367670364500792,0.846275752773376,0.0194035772588518,0.0168958477990311
"2",2,-0.00720966558857395,0.328025477707006,0.902866242038217,-0.0261548692836979,-0.0232490864805762
"3",3,-0.0303643012182482,0.307941653160454,0.917341977309562,-0.0571535505085965,-0.0508709645119309
"4",4,0.00707474271061087,0.338118022328549,0.889952153110048,-0.00366721921434797,-0.00325402013707021
"5",5,0.0256099618150869,0.351437699680511,0.845047923322684,0.0484199095028098,0.0430743907456087
"6",6,-0.0166494347814476,0.322169059011164,0.902711323763955,-0.00512907703074636,-0.00452384985575802
"7",7,0.0153083014328758,0.344103392568659,0.862681744749596,0.0239071373352047,0.021359148251561
"8",8,0.0710466859047492,0.3801261829653,0.807570977917981,0.0991014291696311,0.0885937757351034
"9",9,0.0228003060443764,0.34789644012945,0.883495145631068,-0.0142719966298658,-0.0128588671273882
"10",10,0.0204078466056099,0.347266881028939,0.887459807073955,-0.0392291305479964,-0.0352279884130429
"11",11,0.0264636096939742,0.348726114649682,0.85031847133758,0.0369624218820115,0.0329113979198743
"12",12,-0.000578675989336417,0.33278955954323,0.902120717781403,-0.0338138650307308,-0.0302922652046455
"13",13,-0.00376804879932051,0.327974276527331,0.887459807073955,-0.00108598291644211,-0.00119505823672342
"14",14,0.0486328599114175,0.363784665579119,0.854812398042414,0.0409939282644563,0.0367665411967345
"15",15,0.0337978274721606,0.356120826709062,0.833068362480127,0.0587810173562724,0.0521078106633055
"16",16,0.0272878190495953,0.352,0.8656,-0.0213662503283152,-0.019215073254492
"17",17,-0.0260826032540676,0.315705128205128,0.908653846153846,-0.0216392604162102,-0.0190321288889418
"18",18,-0.0389711613406079,0.306451612903226,0.92741935483871,-0.0472637011587172,-0.0419584248911723
"19",19,-0.0381743399834569,0.308426073131955,0.918918918918919,-0.0436546594576586,-0.0387520400815811
"20",20,-0.00233330546540691,0.331210191082803,0.883757961783439,0.00209324966070357,0.0023694436546102
"21",21,0.0224290237916432,0.347266881028939,0.884244372990354,-0.061768783981146,-0.0557587089980369
"22",22,-0.00148036713104849,0.331699346405229,0.916666666666667,-0.0294840484727899,-0.026521944533829
"23",23,0.0727334045303806,0.381342062193126,0.8379705400982,0.0298872872453978,0.026989402446128
"24",24,-0.00804381834663767,0.327476038338658,0.896166134185304,-0.00159596119105733,-0.00145804295444621
"25",25,-0.00335912133723497,0.331699346405229,0.875816993464052,0.012814118180078,0.011352931273829
"26",26,-0.0128016339581796,0.324281150159744,0.908945686900958,-0.0185536860809089,-0.0168299122238998
"27",27,0.0235402476963762,0.349025974025974,0.86525974025974,0.0285171400874916,0.0252759976272791
"28",28,0.0180760643923074,0.345718901453958,0.875605815831987,-0.0138518906679403,-0.0119737019686186
"29",29,0.0415571590130772,0.361563517915309,0.837133550488599,0.0360228683277475,0.0321664079802749
"30",30,0.00634423663178709,0.33665008291874,0.885572139303483,-0.0185909866168221,-0.0166198795998984
